,Churn,genero,tem +65,possui_parceiro,possui_dependentes,tempo_cliente_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,gasto_mensal,gasto_total,contas_diarias
2839,0,Masculino,0,0,0,72,1,1,DSL,1,0,1,1,1,1,Bienal,0,Cartão de crédito,84.3,5997.1,2.81
2840,0,Masculino,0,1,1,42,0,0,DSL,0,1,1,0,0,1,Anual,1,Cartão de crédito,45.1,2049.05,1.5
2841,1,Feminino,0,0,0,26,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Transferência bancária,74.95,1834.95,2.5
2842,1,Feminino,0,0,1,12,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,44.55,480.6,1.48
2843,0,Masculino,0,1,0,47,1,1,Fibra Opica,0,0,0,0,1,1,Anual,1,Cartão de crédito,95.2,4563,3.17
2844,1,Masculino,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Mensal,0,Cheque fisico,50.9,50.9,1.7
2845,0,Masculino,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Mensal,0,Cheque fisico,54.8,452.8,1.83
2846,0,Masculino,0,0,0,66,1,1,DSL,1,1,1,1,0,0,Bienal,0,Transferência bancária,68.75,4447.55,2.29
2847,1,Masculino,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Mensal,1,Transferência bancária,49.55,1210.4,1.65
2848,0,Masculino,0,1,1,57,1,0,DSL,1,1,0,1,0,0,Anual,0,Cheque fisico,59.6,3509.4,1.99
2849,0,Feminino,1,1,0,42,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,95.05,3944.5,3.17
2850,0,Masculino,0,0,0,20,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,0,Cheque eletrônico,78.8,1641.3,2.63
2851,0,Feminino,1,0,0,23,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,1,Transferência bancária,75.4,1643.55,2.51
2852,0,Feminino,0,0,0,28,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,80.6,2244.95,2.69
2853,0,Feminino,0,1,1,70,1,1,DSL,1,0,0,0,0,1,Anual,0,Transferência bancária,65.2,4543.15,2.17
2854,1,Feminino,1,0,0,28,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,106.15,3152.5,3.54
2855,0,Feminino,0,1,1,34,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,24.95,894.3,0.83
2856,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,44.05,44.05,1.47
2857,0,Feminino,0,0,0,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,116.45,8013.55,3.88
2858,0,Feminino,1,0,0,3,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,0,Cheque fisico,75.05,202.9,2.5
2859,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Bienal,0,Cartão de crédito,92.3,6719.9,3.08
2860,0,Feminino,0,1,1,67,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,24.9,1680.25,0.83
2861,0,Feminino,0,0,0,11,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,76.4,838.7,2.55
2862,0,Feminino,0,1,0,58,1,0,DSL,1,1,0,0,1,0,Mensal,1,Cartão de crédito,65.25,3791.6,2.17
2863,0,Feminino,0,0,0,62,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,19.2,1123.65,0.64
2864,0,Masculino,0,0,0,71,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,19.9,1355.1,0.66
2865,1,Feminino,0,1,0,30,1,1,Fibra Opica,0,1,0,1,1,0,Mensal,1,Cartão de crédito,94.1,2804.45,3.14
2866,0,Masculino,0,0,0,72,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,19.3,1414.8,0.64
2867,0,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.6,20.6,0.69
2868,0,Feminino,0,0,0,5,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.15,117.95,0.67
2869,0,Masculino,0,0,1,19,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,20.85,467.5,0.7
2870,0,Masculino,0,0,0,8,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,19.7,168.9,0.66
2871,0,Masculino,1,1,1,65,1,1,Fibra Opica,1,1,0,0,0,0,Mensal,1,Cheque eletrônico,85.75,5688.45,2.86
2872,0,Masculino,0,0,0,36,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,20.35,695.85,0.68
2873,1,Feminino,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,50.25,2203.65,1.68
2874,0,Masculino,0,0,0,26,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.4,525.55,0.65
2875,0,Masculino,0,0,0,9,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,75.6,661.55,2.52
2876,1,Feminino,1,0,0,1,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,91.3,91.3,3.04
2877,1,Masculino,1,1,0,37,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,92.5,3473.4,3.08
2878,1,Feminino,0,0,0,6,1,1,Fibra Opica,0,1,1,1,1,1,Mensal,1,Cartão de crédito,109.9,669.45,3.66
2880,0,Feminino,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensal,0,Cheque eletrônico,60.85,111.4,2.03
2881,0,Masculino,1,1,1,71,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.8,1388.45,0.66
2882,1,Masculino,1,0,0,8,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.7,560.85,2.32
2883,0,Feminino,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,49.75,3069.45,1.66
2884,0,Masculino,0,1,1,38,1,1,DSL,0,1,1,0,1,1,Anual,0,Cartão de crédito,78.95,2862.55,2.63
2885,0,Feminino,0,1,1,58,1,0,Fibra Opica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,91.55,5511.65,3.05
2886,0,Masculino,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensal,0,Transferência bancária,81.75,2028.8,2.72
2887,0,Masculino,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensal,1,Cartão de crédito,61.55,1093.2,2.05
2888,0,Feminino,0,1,0,31,1,0,DSL,1,0,0,1,0,1,Anual,1,Cheque eletrônico,64.0,1910.75,2.13
2889,0,Masculino,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Bienal,1,Transferência bancária,86.7,5309.5,2.89
2890,0,Feminino,1,0,0,56,1,1,Fibra Opica,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,96.85,5219.65,3.23
2891,1,Feminino,0,0,0,25,1,0,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,99.5,2369.05,3.32
2892,0,Feminino,0,0,0,56,1,1,Fibra Opica,1,1,0,0,1,1,Mensal,1,Cartão de crédito,106.6,5893.95,3.55
2893,0,Masculino,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque fisico,50.35,1411.35,1.68
2894,0,Masculino,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Bienal,1,Cheque fisico,61.35,3766.2,2.04
2895,0,Feminino,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,44.95,926.25,1.5
2896,0,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.8,20.8,0.69
2897,1,Masculino,0,0,0,19,1,0,Fibra Opica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,78.25,1490.95,2.61
2898,1,Feminino,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,74.65,521.1,2.49
2899,0,Feminino,0,0,0,25,1,1,Fibra Opica,0,1,1,1,1,1,Bienal,0,Cheque eletrônico,108.9,2809.05,3.63
2900,0,Masculino,0,0,1,22,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.15,432.5,0.67
2901,0,Feminino,0,1,1,61,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,24.1,1551.6,0.8
2902,0,Masculino,0,1,1,6,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,19.85,138.85,0.66
2903,1,Masculino,1,1,0,29,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,98.5,3004.15,3.28
2904,0,Feminino,1,1,0,31,0,0,DSL,1,1,1,0,0,1,Anual,1,Cartão de crédito,50.4,1580.1,1.68
2905,0,Feminino,0,1,0,72,1,1,Fibra Opica,1,1,1,1,0,0,Bienal,1,Transferência bancária,94.25,6849.75,3.14
2906,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque fisico,50.25,152.3,1.68
2907,0,Masculino,0,0,0,3,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque fisico,70.3,220.4,2.34
2908,1,Feminino,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque eletrônico,30.9,59.05,1.03
2909,0,Feminino,0,1,1,41,0,0,DSL,1,0,1,0,0,0,Anual,0,Cartão de crédito,35.4,1412.4,1.18
2910,1,Masculino,1,1,0,36,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,96.5,3436.1,3.22
2911,0,Masculino,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Bienal,0,Cheque fisico,49.8,2398.4,1.66
2912,0,Masculino,0,1,0,71,1,0,Fibra Opica,0,1,1,1,1,1,Bienal,1,Cheque eletrônico,105.25,7291.75,3.51
2914,0,Feminino,0,1,0,64,1,0,Fibra Opica,1,0,1,0,1,1,Bienal,1,Transferência bancária,99.0,6375.8,3.3
2915,0,Feminino,0,1,1,18,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,20.25,401.95,0.68
2916,0,Feminino,0,1,1,72,1,1,Fibra Opica,1,0,1,1,1,1,Bienal,0,Cheque fisico,107.45,7576.7,3.58
2917,0,Masculino,0,1,1,58,1,1,Fibra Opica,0,0,0,0,1,0,Bienal,0,Transferência bancária,82.5,4828.05,2.75
2918,0,Feminino,0,0,0,7,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Transferência bancária,78.55,522.95,2.62
2920,0,Masculino,0,0,0,7,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,96.2,639.7,3.21
2921,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,45.45,141.7,1.52
2922,0,Masculino,0,0,0,52,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,103.05,5364.8,3.44
2923,0,Masculino,0,1,1,11,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,20.95,267.35,0.7
2924,0,Feminino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,49.5,49.5,1.65
2925,0,Feminino,0,0,0,33,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Transferência bancária,70.4,2406.1,2.35
2926,0,Feminino,0,1,0,52,1,1,Fibra Opica,0,1,1,0,1,0,Mensal,0,Transferência bancária,94.6,5025.8,3.15
2927,0,Feminino,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cartão de crédito,51.05,1815,1.7
2928,1,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Mensal,1,Cheque fisico,54.75,54.75,1.82
2929,0,Feminino,0,1,0,51,1,0,Fibra Opica,1,1,1,0,1,0,Anual,1,Cheque eletrônico,93.5,4619.55,3.12
2931,1,Feminino,0,1,1,31,1,1,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,104.2,3243.45,3.47
2932,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Bienal,1,Transferência bancária,87.55,6463.15,2.92
2933,1,Feminino,0,0,0,11,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,100.75,1129.75,3.36
2934,0,Masculino,0,0,0,16,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.0,275.7,0.67
2935,0,Masculino,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Bienal,0,Cheque eletrônico,74.85,2181.75,2.49
2936,0,Masculino,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Bienal,1,Transferência bancária,65.55,4807.45,2.18
2937,0,Feminino,0,1,0,13,1,1,DSL,1,1,0,1,1,0,Mensal,1,Cheque eletrônico,76.2,981.45,2.54
2938,1,Feminino,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Mensal,0,Cheque eletrônico,71.15,563.65,2.37
2939,1,Feminino,0,0,0,19,0,0,DSL,0,0,0,0,1,1,Anual,1,Cartão de crédito,44.85,893.55,1.5
2940,0,Feminino,1,1,0,38,1,1,Fibra Opica,1,1,0,0,0,1,Anual,0,Cartão de crédito,95.0,3591.25,3.17
2941,1,Masculino,0,0,0,9,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.25,178.5,0.68
2942,0,Feminino,0,1,1,34,1,0,DSL,1,1,1,0,0,0,Anual,1,Cheque fisico,60.8,2042.05,2.03
2943,0,Masculino,0,1,1,71,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.7,1301.1,0.66
2944,1,Feminino,1,1,0,3,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,80.4,224.05,2.68
2946,1,Masculino,0,1,0,55,1,1,Fibra Opica,0,0,1,1,1,1,Anual,1,Cheque eletrônico,104.15,5743.05,3.47
2947,0,Feminino,0,0,0,3,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.95,212.4,2.5
2948,0,Masculino,0,0,1,48,1,1,DSL,1,0,1,0,1,1,Anual,1,Cartão de crédito,78.75,3682.45,2.62
2949,0,Masculino,0,1,0,20,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.65,417.5,0.69
2950,1,Feminino,1,0,0,21,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,94.25,1973.75,3.14
2951,0,Masculino,0,0,1,34,1,1,Fibra Opica,1,1,0,0,1,1,Anual,1,Cheque eletrônico,103.8,3470.8,3.46
2952,0,Masculino,1,1,1,68,1,1,Fibra Opica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,84.65,5683.6,2.82
2954,0,Feminino,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Bienal,0,Cheque fisico,65.65,4322.85,2.19
2955,1,Masculino,1,1,0,1,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.4,74.4,2.48
2956,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,0,0,Mensal,0,Cheque fisico,53.6,1315.35,1.79
2957,1,Masculino,0,1,1,39,1,0,DSL,1,0,1,1,1,1,Anual,0,Cartão de crédito,80.0,3182.95,2.67
2958,0,Masculino,1,1,0,29,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,51.6,1442,1.72
2959,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque fisico,69.55,69.55,2.32
2960,0,Feminino,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Bienal,1,Cheque eletrônico,59.55,4103.9,1.98
2961,1,Masculino,0,0,0,10,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,89.5,863.1,2.98
2962,0,Feminino,0,1,1,56,1,1,DSL,1,1,0,0,0,1,Anual,0,Transferência bancária,68.75,3815.4,2.29
2963,0,Masculino,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Bienal,0,Cheque fisico,75.55,2054.4,2.52
2964,0,Feminino,1,0,0,7,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,89.15,574.35,2.97
2965,0,Masculino,0,0,0,69,0,0,DSL,0,1,1,0,0,0,Anual,1,Transferência bancária,35.75,2492.25,1.19
2966,0,Masculino,0,1,1,4,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,24.1,73.1,0.8
2967,1,Feminino,0,0,0,9,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cartão de crédito,74.25,639.65,2.48
2968,0,Feminino,1,0,0,35,1,1,Fibra Opica,1,1,1,1,1,1,Anual,1,Transferência bancária,110.8,3836.3,3.69
2969,0,Masculino,1,0,0,71,1,1,Fibra Opica,0,1,0,1,1,1,Bienal,1,Cheque eletrônico,106.8,7623.2,3.56
2970,0,Feminino,0,1,1,58,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,24.5,1497.9,0.82
2971,0,Masculino,0,1,0,9,1,1,Fibra Opica,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,88.05,801.3,2.94
2972,0,Feminino,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,1,Cheque fisico,75.85,854.45,2.53
2974,1,Masculino,0,0,0,22,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cartão de crédito,94.65,2104.55,3.16
2975,0,Feminino,1,1,0,47,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,0,Cheque eletrônico,99.7,4747.2,3.32
2976,0,Feminino,0,0,1,67,1,1,Fibra Opica,0,1,0,1,1,1,Bienal,1,Cheque eletrônico,104.0,7039.05,3.47
2977,0,Feminino,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Mensal,0,Transferência bancária,50.55,244.75,1.68
2978,0,Feminino,0,0,0,4,1,1,Fibra Opica,0,0,0,1,1,1,Mensal,1,Cheque fisico,100.85,399.25,3.36
2979,0,Masculino,0,1,0,52,0,0,DSL,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,39.9,2020.9,1.33
2980,0,Masculino,0,1,0,28,1,0,DSL,1,1,0,1,0,0,Mensal,0,Cheque fisico,60.9,1785.65,2.03
2981,0,Feminino,1,1,1,55,1,1,DSL,1,0,1,1,1,0,Anual,0,Cheque eletrônico,76.25,4154.55,2.54
2982,0,Masculino,0,0,0,2,1,1,Fibra Opica,1,0,0,0,0,1,Mensal,0,Cheque fisico,90.75,174.75,3.02
2983,0,Feminino,0,0,0,50,1,0,Fibra Opica,0,0,1,1,0,1,Bienal,1,Transferência bancária,89.7,4304.5,2.99
2984,0,Masculino,0,0,0,51,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,0,Transferência bancária,81.0,4085.75,2.7
2985,0,Feminino,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Bienal,0,Transferência bancária,64.45,4528,2.15
2986,0,Masculino,0,0,0,51,0,0,DSL,1,0,0,1,0,1,Mensal,1,Cartão de crédito,44.45,2181.55,1.48
2987,1,Masculino,0,1,1,31,0,0,DSL,1,0,0,1,0,0,Mensal,0,Transferência bancária,35.4,1077.5,1.18
2988,1,Feminino,1,0,0,3,1,0,Fibra Opica,0,0,1,0,1,0,Mensal,1,Cheque eletrônico,86.85,220.95,2.9
2990,1,Feminino,0,0,0,5,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,19.85,108.05,0.66
2991,1,Masculino,0,0,0,52,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,85.35,4338.6,2.84
2992,1,Masculino,0,1,0,5,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,81.3,416.3,2.71
2993,1,Feminino,1,0,0,8,1,0,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,92.1,729.95,3.07
2994,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.6,44.6,1.49
2995,1,Masculino,1,1,0,13,1,0,Fibra Opica,0,1,0,1,0,1,Mensal,1,Transferência bancária,89.05,1169.35,2.97
2996,0,Feminino,0,0,0,63,1,1,Fibra Opica,0,1,0,0,1,1,Bienal,0,Transferência bancária,97.45,6253,3.25
2997,1,Feminino,1,0,0,8,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,19.65,164.3,0.65
2998,0,Masculino,0,0,0,51,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque eletrônico,19.1,1007.8,0.64
2999,0,Masculino,0,0,0,35,1,1,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,25.6,901.25,0.85
3000,0,Feminino,0,1,0,46,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,1,Transferência bancária,24.45,1066.15,0.82
3001,1,Feminino,0,1,1,41,1,0,DSL,0,1,0,1,0,1,Anual,1,Transferência bancária,66.5,2728.6,2.22
3002,0,Masculino,0,1,0,54,1,1,Fibra Opica,1,1,1,0,1,1,Mensal,0,Cheque eletrônico,109.55,6118.95,3.65
3003,0,Masculino,1,0,0,67,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.1,1672.15,0.84
3004,0,Masculino,0,0,0,12,0,0,DSL,0,1,0,1,0,0,Mensal,0,Cheque fisico,34.0,442.45,1.13
3005,0,Masculino,0,1,0,70,1,1,Fibra Opica,1,1,0,1,0,0,Bienal,1,Cartão de crédito,88.0,5986.45,2.93
3006,0,Feminino,0,1,1,10,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,19.8,196.75,0.66
3007,0,Feminino,0,0,0,21,1,0,Fibra Opica,0,1,1,0,0,1,Mensal,1,Cheque eletrônico,90.05,1862.9,3.0
3008,1,Masculino,0,0,0,31,1,0,Fibra Opica,0,1,0,1,0,0,Mensal,1,Cheque eletrônico,78.45,2435.15,2.62
3009,1,Feminino,1,1,1,3,1,0,Fibra Opica,1,0,0,1,1,0,Mensal,1,Cheque fisico,88.3,273.75,2.94
3010,0,Masculino,0,1,1,63,1,1,Fibra Opica,0,1,0,0,0,1,Anual,1,Cheque eletrônico,91.35,5764.7,3.04
3011,0,Feminino,0,0,0,36,1,1,DSL,0,1,0,1,0,1,Anual,1,Cheque fisico,70.7,2511.95,2.36
3012,1,Feminino,1,0,0,46,1,0,Fibra Opica,0,1,0,0,1,1,Anual,0,Cartão de crédito,95.25,4424.2,3.18
3013,0,Masculino,0,1,0,57,1,1,Fibra Opica,1,1,1,1,1,0,Mensal,1,Cheque eletrônico,103.05,5925.75,3.44
3014,0,Feminino,0,1,0,57,1,0,DSL,1,1,0,1,1,0,Bienal,1,Cartão de crédito,70.35,4124.65,2.34
3015,0,Masculino,0,0,0,26,1,1,DSL,0,0,0,0,0,0,Anual,1,Cartão de crédito,51.55,1295.4,1.72
3016,1,Feminino,0,1,1,10,1,0,DSL,0,0,1,1,0,0,Mensal,0,Cartão de crédito,55.2,528.35,1.84
3017,0,Masculino,0,0,0,63,1,1,Fibra Opica,0,1,0,1,1,1,Mensal,0,Cheque eletrônico,105.4,6713.2,3.51
3018,1,Masculino,0,1,0,5,1,0,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,94.45,498.1,3.15
3019,0,Masculino,0,1,1,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,24.75,1769.6,0.82
3020,1,Feminino,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,45.1,45.1,1.5
3021,0,Feminino,0,1,1,54,1,1,DSL,1,0,0,1,0,0,Bienal,0,Transferência bancária,60.0,3273.95,2.0
3022,0,Feminino,0,1,1,59,1,1,Fibra Opica,0,1,0,1,0,1,Mensal,1,Transferência bancária,96.65,5580.8,3.22
3023,0,Feminino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,25.25,25.25,0.84
3024,0,Masculino,0,1,1,69,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,24.45,1718.2,0.82
3025,1,Masculino,0,0,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.35,33.2,0.68
3026,0,Feminino,0,0,0,12,0,0,DSL,1,0,0,1,0,0,Anual,1,Cheque fisico,33.6,435.45,1.12
3027,0,Masculino,1,1,0,67,1,1,Fibra Opica,0,1,0,1,1,1,Bienal,0,Transferência bancária,102.9,6989.7,3.43
3028,1,Feminino,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Mensal,1,Cheque eletrônico,55.8,55.8,1.86
3029,0,Feminino,0,0,1,28,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.25,535.35,0.68
3030,1,Masculino,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.95,85.15,1.5
3031,1,Feminino,0,0,0,4,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,79.15,317.25,2.64
3032,1,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.25,20.25,0.68
3033,0,Feminino,0,0,0,33,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.7,826.1,0.86
3034,0,Feminino,0,1,0,61,1,1,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,106.35,6751.35,3.54
3035,0,Feminino,0,0,1,21,1,0,DSL,1,0,1,0,0,1,Anual,0,Cheque fisico,64.85,1336.8,2.16
3036,0,Masculino,1,0,0,2,1,0,DSL,0,0,1,0,0,0,Mensal,0,Cheque fisico,49.95,107.1,1.66
3037,0,Masculino,0,0,0,8,1,0,DSL,0,1,0,1,1,0,Mensal,1,Cheque eletrônico,66.65,520.95,2.22
3038,0,Feminino,0,1,1,68,1,1,DSL,1,1,1,0,1,0,Anual,1,Cartão de crédito,73.0,5163,2.43
3039,1,Masculino,0,0,0,4,1,1,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,90.05,368.1,3.0
3040,1,Masculino,0,0,0,6,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.9,469.8,2.5
3041,0,Feminino,0,1,0,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,25.65,1887,0.86
3042,0,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,19.2,19.2,0.64
3043,0,Masculino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,79.95,174.45,2.66
3044,0,Feminino,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,24.5,46.4,0.82
3045,1,Feminino,0,1,1,5,1,0,Fibra Opica,0,1,0,1,1,1,Mensal,1,Cheque fisico,99.15,465.05,3.3
3046,0,Masculino,0,1,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.0,38,0.67
